ucla_scale,text_lone,loneliness,la,sr,sb,others,score_lone,text_la,score_la,text_sr,score_sr,text_sb,score_sb
34.0,息子が1人暮らしを始めて、ふと孤独を感じる時がある,True,True,,,,3.0,友人と一緒に出掛ることが楽しい,3.0,仕事で常にお客様さんに困らない,4.0,友人からよく誘いを受ける,3.0
62.0,気持ちを分かってもらえる友人がおらず孤独感がある。,True,True,,,,4.0,特に理由はないが、友人と疎遠な状態がつづいている,2.0,会社で自分の意見を意見を言っても聞く耳を持ってもらえなかった,2.0,周囲の価値観か受け入れられず集団の一員であるという意識が薄い,2.0
52.0,人と話すのが気疲れしてしまうのでいつも人の少ないところに行きたいと思っている,False,,,,,2.0,いつも家族から体を気遣われ大事にされていると感じている,3.0,不用品をフリマサイトで売って購入者に喜ばれた,3.0,転勤族なのでとっさに頼れる知人が近くにいないと感じる,3.0
52.0,人とは関わっておりませんが、孤独を感じるようなことはほとんどありません。,False,,,,,2.0,今は他人と関わる状況ではない為。,2.0,そのような思考もなく、良く分からない為。,2.0,家族は常に自分を受け入れてくれていることが分かる為,4.0
44.0,主人とは意思疎通ができているのでそれでいいと思うが、周りの女性の知り合いとはできているとは思わない。,True,,,True,,1.0,家族（特に子供）が自分とのコミュニケーションを楽しんでくれていると感じるから。,3.0,家でいつもより掃除やいつもしないお菓子作りをするとすごく家族がほめてくれるから。,3.0,家族と出かけるとどんなことでも楽しいと感じるから。,3.0
65.0,人と関わると思い悩む事が多く、避けた方が良いと考えがち,False,,,,,3.0,家族との関係は良好だが、親戚とは疎遠、友人とはほとんど連絡を取らない,2.0,自分が取る行動について、皆好意も悪意もない,3.0,職場に馴染む気がないが、家族には受け入れられている,2.0
61.0,会社でだれとも一言も話さない毎日,False,,,,,4.0,親と一緒に住んでいるのでそれだけ,3.0,会社でしゃべらないしお菓子配りを飛ばされる,2.0,家族に属していることだけは感じる,4.0
67.0,転職続きで職場を転々としているたむ、知り合いが出来づらく、馴染むのに時間がかかり、孤独感がある。,True,True,,,,4.0,飼っている亀を家の中で散歩させると自分に寄ってくると愛情を感じる。,3.0,家庭持ちの友人に誘いのLINEをしたが、忙しいみたいで素っ気無かった。,2.0,職場を転々としているため、受け入れてもらうのに時間がかかる。,2.0
39.0,こどもがいるのでいつも賑やか,False,,,,,2.0,こどもがいるのでいつも賑やか,4.0,いつもごはん美味しかったと言ってもらえる,3.0,いつも必要とされている,4.0
44.0,子どもはまだ手がかかり、何でも一緒にしたがるので、寂しいと感じることはない。夫は多忙で、一緒に過ごす時間は短いが、話したいことは何でも聞いてくれるので、寂しくはない。,False,,,,,1.0,夫は、どんなに疲れていていても、私を気遣ってくれるし、話を聞いてくれる。,3.0,実家の近くに済んでおり、常に相談に乗っているので、頼りにされている。,3.0,家族はみな私のことを大好きだと言ってくれ、甘えてくれる。,4.0
57.0,どんなに親しくしていても、自分の中の問題は自分でしか解決出来ないし、全てが理解される訳がないから,False,,,,,3.0,いつも気にかけてくれて、優しくしてくれる人がいる,4.0,同じ状況の人には理解されている,3.0,自分を気にかけてくれる人がいる,3.0
45.0,常にやりたいこと、やることがあるので。,False,,,,,2.0,いつでも連絡がとれる友達がいるから,3.0,何かあると助けてくれる,4.0,常に心配してくれる家族がいる,4.0
49.0,職場で昼食を食べるのに会社の人と食べていても会話がはずまず楽しいと感じない時,True,,,True,,3.0,落ち込んだ時や体調の悪い時、飼い犬が側にいてくれると愛情を感じる,3.0,日ごろの感謝を込めて同僚に贈り物をされると、自分が受け入れられていると感じる,3.0,体調を崩して仕事を長期休養したときに、会社の人たちに助けれ優しく向かい入れてくれた。,3.0
60.0,悩みを相談する信頼できる人がいない,True,True,,,,3.0,親しくしていた友人がいなくなってしまった,2.0,祖母の夕食を用意してあげたら喜んでもらえた,3.0,職場でうまくやっていけていると感じる,3.0
26.0,友達も多く、近所の人達とも仲がいいので孤独感がない,False,,,,,1.0,家族ともよく会話をするし、複数いるペットもかなり懐いているので、毎日満たされている。,4.0,結婚記念日にホテルに泊まった時にシャンパンをサプライズしたら喜んでもらえた。,4.0,近所の人たちとランチに行く約束をしている。,4.0
72.0,1日中話す人がいない,True,True,,,,4.0,そもそも人と関わっていない,1.0,会社も会話ない、帰っても一人なので話す人がいない,1.0,とにかく一人が辛い、仲間を作る手段もない,1.0
49.0,しゃべりが得意ではないので、職場で自分以外の人達が楽しそうに会話していて中に入れないことがよくある,True,,,True,,3.0,同じ趣味の仲間同士と楽しく話しているときは満たされる,3.0,誕生日やイベントで仲間から誘われたとき。またいこうねと声をかけられたとき。,3.0,毎日仕事に通い、仕事の流れに組み込まれているので属していると感じる。,3.0
62.0,家と会社の往復だけで、会社以外の人と話さないから,True,True,,,,3.0,人との付き合いが皆無だから,2.0,他人との接点がほとんどない,2.0,仕事で困っててもフォローがない,2.0
56.0,他とのつながりゆえを感じない,False,,,,,4.0,他とのつながりを感じにくい,2.0,受け入れられないということがない,3.0,受け入れられないということがない,3.0
61.0,他の人とかかわり合うのが面倒なので、1人の方が気が楽。近所付き合いとか、仕事の付き合いとかほんと勘弁して欲しい。,False,,,,,1.0,旦那はいるけど、そういう言葉行動はないし、他の人からも感じられない。けど関わる人が増えるならそんなもの一切いらない,1.0,付き合いはないけど、ご近所さんに挨拶すれば返ってはくる。他のご近所さん同士は仲がいいみたいだから立ち話やお出かけとかしてるみたいだけど。,3.0,家族としか会話しないので。というか面倒だし他人に関わりたくないので。,2.0
46.0,悩んでいるときに相談したり、話をする人はいるが、そのような時は悩みの分野に応じて相手を変えるので、全てを話せる、という相手はいないと思っている。全てその時に話せる相手がいない。配偶者も所詮は他人なので、心の全ては許せる相手ではない。,False,,,,,3.0,悩んでいるときに相談できる相手は分野に分けているので、それだけ相談できる人が周りにいる、ということについてありがたく思う。その相手のスケジュールもあるので、タイムリーに話せるわけではないし、全て話せる人はいないけど、話せる人がいるだけでもありがたく感じる,3.0,仕事で提案したアイディアなどが採用されたり、会議などで使われたりしたときは自分の考えが社会に受け入れられていると感じる,3.0,仕事そのものは時々アイディアなど採用してもらえてるのでそれなりに感じるが、雇用内容についてはこの働き方そのものが受け入れられていないので、制度的には今の社会とはなじめていなくて悩んでいる(週3勤務で収入が130万を越えるが、そこの職場の社会保険には入れてもらえないため、収入の調整をさせてもらうのに欠勤とかとると人事評価が下がる、と言われた。),3.0
44.0,仕事の休みを頂くのにね自分の家族の都合を話しても、だから何、無理。と返されるとき。,True,,,,True,3.0,家族ないで、諍いがある。,2.0,子どもの友人の親から飲みにさそわれる。,3.0,何かイベントがあると、友人から参加の有無の確認がある。,3.0
40.0,一人で過ごすことを苦に思わないので、孤独を感じることがない。,False,,,,,2.0,子どもや夫と日々楽しく過ごしている。,4.0,ママ友が発熱した時に、息子と同い年の子どもの面倒をみたらとても感謝された。,4.0,職場で楽しく円滑な仕事ができている。,3.0
70.0,母親の介護や家族の世話をしているが、父親は何一つせず威張るだけで、離れて暮らしている姉2人が帰省しても手伝ってくれない。,True,True,,,,3.0,常にそばに猫がいていつでも呼ぶと駆け寄ってきてくれる,3.0,母の介護と知的障害の弟の世話に何もしない父親なので掃除家事もすべて一人でやるので、休日がないし一人の時間もほとんどないので、友達に会う時間もとれていないし今は人に会うのも疲れるので一人ゆっくり休んでたっぷり寝たい,2.0,介護と家族の世話に家事で自分時間もないし仕事もしてないし、友達と会う時間も作れていない,2.0
40.0,平穏な生活をしておりほとんどないと感じるが、時々は感じる。,False,,,,,2.0,働いたり、食事を共にしたり、話をできる人たちがいる。,3.0,仕事でそれなりの評価を受けていると感じる。,3.0,職場でコミュニケーションを取れている。,3.0
48.0,仕事も個人で行うものなので普段から家族以外の人と話す機会が少なく、新たに友達などできにくい,True,True,,,,3.0,友達も少なく、家族もいろいろ書きにくいことがある,2.0,仕事の成果(売上、人気など)を実感する,4.0,仕事相手から感謝の言葉を伝えられた,3.0
53.0,人との関わりがストレスなので、一人でいることが心地良い,False,,,,,1.0,人との関わりがほとんどないから,1.0,誰からも誘われることがない,2.0,人との関わりがほとんどないので、集団の一員であるという感覚はない,2.0
51.0,友人はいるが、うわべだけの友人。本当に信じられる友人はいない。,True,True,,,,3.0,愛してる人には奥さんがいる。連絡したくても気を遣ってしまい、逢いたくても逢えない。,2.0,不倫がばれて慰謝料取られた。社内でも噂になっているらしく、こちらから会話の輪に入りにくい。,1.0,職場の友人はみんな信用できない。,2.0
51.0,正社員ではな非正規雇用で、リモートワーク中心で働いています。グループのミーティングなどに参加することもなく、気楽でいい反面、孤独だなと感じることも多いです,True,,,True,,3.0,慣れましたが一人で生きて仕事をして、誰とも会わずに一日を終えるときは、満たされていない気にもなります,3.0,職場で任せられる仕事が徐々に増えているのを感じます,3.0,孤独感の方が強く、あまり感じることはないです,2.0
51.0,なにかに夢中になってる時等は考えもしない、起きてもいない未来の事を考え孤独感を感じてしまうことがたまにある。,True,,,,True,3.0,家族の存在がとても大きいと感じる。,3.0,仕事で直ぐに結果に出なくても、その過程を認めて褒められたりすると、とても受け入れられていると感じる。,3.0,理解のある家族の存在がとても大きい。,4.0
43.0,やることがたくさんあり、そんな事を気にしていない。,False,,,,,2.0,家族仲は問題なく、良好だから。,3.0,仕事はミスがあれば注意されるが、できた時は評価されるから。,3.0,家族間や友人関係での問題はないし、比較的良好だから。,4.0
63.0,自分が内向的で、他人に興味を持たないから,False,,,,,3.0,自分が内向的で、他人に興味を持たないから,2.0,自分から連絡したことによって相手に喜ばれたから,3.0,今はほとんど家での生活で、そこから抜け出せないから,2.0
56.0,毎日同じことの繰り返しで出会いなど少ないから,True,True,,,,3.0,ペット（犬）は常に懐いてくれているので嬉しい,3.0,仕事面で頼めば誰かが協力してくれるので、なんとなく受け入れられているような気がする,3.0,家族の中では私がいないと家事がまわらないので、必要とされている感じはある,3.0
49.0,夫婦関係がうまくいっていない,True,True,,,,3.0,子どもから頼られているから,4.0,子どもたちとの関係は良好なのと友人関係も少ないながらうまく行っていると思うから,3.0,仕事を辞めて社会との接点がほぼないから,2.0
65.0,結婚後、地元から離れて、親や姉妹に１年に一度しか会えない,True,True,,,,4.0,周りに親しい知人などがいないから。,2.0,パートに出始めた事によってパート仲間ができた。,3.0,専業主婦だったか、パートに出た事で、社会の一員ななったような気がする,3.0
44.0,家族とペットがいつも一緒にいてくれる,False,,,,,1.0,在宅ワークをしているが、いつもペットがそばにいてくれる,4.0,家族やペットのお世話で感謝の言葉を言ってもらえる,4.0,家族やペットのお世話で、家族から日頃の感謝の言葉を言ってもらえる,4.0
44.0,大勢が集まっている時どのグループにも入りそびれてしまった時,True,,,True,,3.0,夫と仲良く生活できている,3.0,気にかけてお茶に連れて行ってくれる友達がいる,3.0,大切にしていることのコミュニティに属している,3.0
41.0,子供が居るけど離婚して私のもとに居ない,True,True,,,,3.0,闘病中のパートナーが会いに来てくれる,3.0,効率よく仕事が捗った時同僚などからいい言葉を貰える,3.0,パートナーが居なくなったらと考えたら将来が怖いです,3.0
51.0,親友はいるが中々会えないから。,True,True,,,,3.0,愛情を感じることもないことはないが中々会えない。,2.0,その日暮らしで精一杯なのでそこまで考えられない。,2.0,なんとなくそのように感じるから。,2.0
70.0,いつも一人で友達がいないので、そう感じることが時々ある。一人でもやることがあるから、そういう時は忘れて没頭できるので。,True,True,,,,3.0,あまり他人とかかわることもないし、友達がいないので、家族も一人もいなくて天涯孤独のため、ペットを飼いたいが環境で買うことは厳しいため、愛情自体を感じるシーンがほとんどないため。,2.0,仕事で、よりよい環境を提案して、上司に受け入れられることはある。そうでないこともあるけれど、一応、話は聞いてもらえるから。,3.0,仕事が一応あるので、それ自体は受け入れられているのではないかと思っている。,3.0
55.0,人と付き合うのが苦手で途中でたってしまうことが多い。でも付き合いたい思いはあるし、寂しいという感情もあるので孤独感はある。,True,True,,,,3.0,ペットが常に自分のそばにいる。,3.0,普通に不便なく生活できているので、社会環境に受け入れられていると常に思っている。,4.0,普通に生活できているので、社会環境に属していると感じている。,4.0
52.0,休みの日に独りだから,False,,,,,3.0,休みの日に独りだから,2.0,仕事で頼りにされている,3.0,職場で必要とされている,3.0
41.0,何でも話せて、一緒にお出掛けする家族がいるから,False,,,,,2.0,仕事がある日は毎日、家に帰ってくる,3.0,困った事何ある時、相談できる,3.0,家族の仲が、とても良い。,3.0
52.0,他者との関わりがない日々が続く時があり、そういう時に孤独を感じる,True,True,,,,3.0,家族との関係は良好で、家族愛では満たされていると思う,3.0,あまり親しくない人に自分の気持ちを伝えていたら、打ち解けて仲良くなった,3.0,近所付き合いをきちんとしているので、良好な関係を築けていると感じる,3.0
55.0,家族がいる。友達は少ないが、長年の付き合いがある親友のような存在がいる。,False,,,,,2.0,度々喧嘩をすることもあるが、家族が大切にしてくれる。,3.0,世間では変人と呼ばれるような行動をしても、温かく受け入れて理解してくれている。,3.0,社会では浮いていても、家族だけはちゃんと話を聞いてくれる,3.0
45.0,数は多くないが親しい友人が複数人いるから,False,,,,,2.0,困ったときに話を聞いてくれる人がいるから,3.0,職場にお土産を持っていったら喜ばれた。,3.0,職場の同僚たちと楽しく会話している。,3.0
53.0,外で他の人と関わりが無くても、主人と子供がいるので家で満たされています。,False,,,,,2.0,子供がとてもよく話をしてくれるので、温かい気持ちでいられます。,4.0,仕事で作成した資料を褒めてもらった。,3.0,挨拶をしてくれない人がいたり、自分が話に入るとスッと静かになってしまう。,2.0
49.0,結婚して県外に住んでいるが、地元の友達と同じ感覚の知り合いにはなかなか出会えていない。,True,True,,,,3.0,自分の子どもと過ごしている時に感じます。,4.0,仕事は責任を持って取り組んでいます。,3.0,今の職場では、馴染めてきていると感じます。,3.0
58.0,専業主婦のため、家族以外と喋ることが少ない。子供が大きくなりママ友との合流もほとんどなくなってきた。,True,True,,,,3.0,娘が甘えてきたり頼ってくると愛情を感じる。,3.0,家のことは全て任されているので家族には受けいられている。また高齢の祖母に定期的に買い物を頼まれるので役立ている。,4.0,姉妹がお出かけに誘ってくれる。家族が頼み事をしてくる。,4.0
30.0,毎日をつつがなく過ごせる良きバートナーがいるから。,False,,,,,2.0,お互いに助け合いながら、日々を過ごせているから。,4.0,自治体の行事などにきちんと出席したり、近所付き合いもつつがなく出来ているから。,4.0,日々の挨拶など、ご近所付き合いを円滑に進めているから。,4.0
50.0,ペットロスから15年以上立ち直れていない,True,True,,,,3.0,愛犬が亡くなってしまい他の犬では満たされないから,2.0,一応会社では認められている,3.0,会社で認められているが希望の職種ではない,2.0
41.0,友達もいるし趣味もあるから,False,,,,,2.0,家族ともコミュニケーションが取れているから,3.0,お得に買えたものを譲ったら喜んでもらえた,3.0,とくに集団の一員として自覚している,2.0
42.0,子供が学校を卒業し、ママ友とも会う機会がなくなったが、推し活に没頭していて、SNSをチェックしたり、曲を聴いたりで楽しんでいます。また、最近自身の中学校の同窓会があり、友達に久しぶりに会ってまた繋がることができ、近々会う約束をしたので楽しみです。,False,,,,,2.0,子供が思春期で荒れてる中、高校受験を控え、夫が仕事の多忙を言い訳に話し合いができないのに、たまに話せば進路や考えの違いもあり、家庭内が殺伐としている、,2.0,職場の同僚とあまり話したことがなかったが、たまたま話した時に教えてもらったアーティストをYouTubeで調べて見たらとても良く、それから話が弾むようになり、先日ライブビューイングがあることを知り誘って一緒に行って仲良くなった,3.0,家庭は思春期の娘の生活や進路で悩みが尽きないが話し合いにならず悩んでいるが、職場の同僚が同世代なので、親の介護や子供の進路の話や相談ができるし、たわいもない話や推し活の話ができて楽しい。,3.0
62.0,誰かと話をしたくなったときに適当な相手が見つからないとき,True,True,,,,3.0,対話するような友人が見当たらない,2.0,会社員ではないので人と交わらない,2.0,自由業なので仕事で人に会わない,1.0
49.0,育児中のため、子ども以外との交流が少なくて社会から取り残された孤独感を感じる,True,,,True,,3.0,子どもが「大好き」と言ってくれたり、夫が労ってくれると愛情を感じる,3.0,夫に父の日のプレゼントをしたらとても喜んでくれた。子連れで外出しているときに近所の人が子どもに「お母さんと一緒でいいね」と話しかけてくれると、やってる事を認めてくれているのだと思って嬉しい,3.0,子どもがいると、仕事がなかなか見つからず社会から必要とされていないと感じる,3.0
46.0,特に一人でも辛くないし、会いたい、話したいと思ったときには話せる相手がいるので,False,,,,,2.0,こまめに連絡をもらい、心配されているという実感がある,3.0,現在の業務をこなしていたところ、異動の声がかかった,3.0,業務外でも連絡をくれる相手がいる,3.0
52.0,学校の保護者会に行っても親しく話す相手がいないから,True,True,,,,3.0,親しい友人と話して笑っているとき,3.0,こちらが話しかけてもあまり興味がなさそうにされる,3.0,職場に行くとチームで進めるので,3.0
36.0,家族・友人がいるため孤独感はない。,False,,,,,1.0,自宅に帰宅すれば家族がいる,4.0,チームワークを大切にして、仕事をしている,3.0,職場に馴染んでいると感じる,4.0
35.0,いざ、人とあいたい、となったら、すぐに会える友達が何人かいるから。,False,,,,,2.0,体調が悪い時などに、心配してラインをくれる友達がいるから。,3.0,自営業の主人の仕事を手伝うたびに、主人からお礼を言ってもらえるから。,3.0,ママ友グループからは、集まる時には必ずお誘いがくるから。,3.0
30.0,気の合う友人と話せる環境だから,False,,,,,2.0,家族からの愛情を感じているから,4.0,日々の行動に対する評価をよくフィードバックされるから,4.0,会社での仕事が楽しいから,4.0
64.0,1人で子育てをしていて、子どもは好き勝手な振る舞いをし、夫は子育ては丸投げで自分の趣味に時間を使う。家族で暮らしているのにいつも孤独。,True,,True,,,4.0,おはよう、いってらっしゃい、などの挨拶をしても無視される。作ったご飯を食べてもらえない。不満の八つ当たりの矛先になっている。,2.0,パートで働いているが、はたらく日数をもう少し増やさないか、と打診された。,3.0,仕事ができないと思われていそうだといつも思う。,2.0
47.0,他の人と関わらなければ面倒な人間関係もなくてラクなので,False,,,,,2.0,家族が家事全般をしてくれて助かっている,3.0,昔の友人から連絡をもらっても返事を返さずにしたら、友人たちのほうからの連絡もなくなってしまった,1.0,数年前に仕事をしていたときに職場に馴染めていない感じだった,2.0
40.0,頼れるパートナーがいるので孤独感は感じない,False,,,,,1.0,夫から大事にされていると感じるので,4.0,子どもの小学校の家庭教育学級の委員長をしているので、企画を建てたり予定を組んだりするときに学級生から感謝の言葉をもらえるから,3.0,家族ととても仲が良いから,4.0
32.0,孤独感を感じるような時間が全くない、むしろ孤独でいられる時間が欲しい,False,,,,,1.0,愛情が満たされると思える余裕がない,1.0,自分がいないと会社も家庭も完全停止してしまう,4.0,会社でも家庭でも必要とされていると感じる,4.0
48.0,誰かと出かけたいと思った時に出かける人があないとき,True,True,,,,3.0,友達と連絡をしていてもなかなか返信がないこと,3.0,久しぶりに連絡が来た友達に予定があって断ったらそれ以降誘っても断り続けられていること,3.0,初めて合う人のミーティングで自分からは積極的に話せなかったけど向こうから話してきてたたきがあって仲良くなれたこと,3.0
38.0,友達がいるし、家族もいるから,False,,,,,2.0,家族がじぶんのことを気にかけてくれているから,4.0,友人たちと自分だけ予定が合わなかったとき、その日とは別の日で時間をそれぞれ作ってくれた,4.0,家族でお互いに思い合って生活しているから,4.0
64.0,家族に大金を使われて反省の色もなく人が信用できない,True,True,,,,3.0,小学生の息子が頼ってくれるから,3.0,バイト先で人数が少ないからマンパワーとしては必要だから,3.0,単にマンパワーとして必要だから,3.0
62.0,独りでいることは多いが孤独とは感じない。,False,,,,,2.0,子供がたくさんお話してくれる,3.0,イベントの準備を自分がした結果、好評だった。,3.0,保護者同士として馴染めていると感じる,3.0
38.0,自分の好きなことに没頭していくから孤独感を感じてない,False,,,,,2.0,1日の思ったことを話しあえる時間がある,4.0,こつこつと続ける努力をちゃんと評価されてる,3.0,職場環境に馴染めている,4.0
59.0,家族を信頼できないから,True,,,,True,3.0,家族を信頼できないから,2.0,上司が気にかけてくれていると感じるから,3.0,姉と愛情面も含めて比較され常にマイナスの評価を受けて言われるから,2.0
71.0,内気なので自分から友達を作る事ができず、大人になってからはもっと友人を作るのが難しく、親友と呼べる人がいないままである。,True,True,,,,3.0,人と関わる時間がほとんどないから。,2.0,立場上、注意や指摘をしなければいけない事が多く、煙たがられていると思うし、陰口を言われているのを聞いた。,2.0,自分から馴染む努力をしていないので、浮いていると思う。,2.0
67.0,最後に仲がよく本音を少し喋れた相手は5年前にさかのぼり、その人とも結局考えや価値観が合わないと知り疲れて連絡を取らなくなりました。1人でも平気ですが、ときどき本音を言える人が欲しいと孤独感に苛まれます。,True,True,,,,3.0,そもそも愛情というか気にかけてもらえる人がいません。家族も自分のことしか考えていなく私のことは愚痴を投げつける壁だとでも思っていそうです。,2.0,今入っているコミュニティは既に仲の良いグループが出来ていて結構長くいるはずなのに疎外感を感じています。,2.0,職場、家族、知人友人、どれも表面上の付き合いはあれど最低限の関わりしかありません。露骨に拒否はされていませんがあまり歓迎されている雰囲気でもなくまだ居ても良いのかいつも迷っています。,2.0
43.0,友人とは疎遠がちだが、子供がいつも自分を必要としてくれているから,False,,,,,2.0,子供がまだ小さいので大好きと言い合っているから,4.0,子育てと家事をして、家族の一員としての立ち位置があると感じられるから,4.0,休日は家族みんなで出かけるのが当たり前だし、その中に自分もいると感じられるから,4.0
79.0,今は家族がいるけれど、将来全く頼れる人がいなくなるのが不安です。,True,True,,,,4.0,家族からは多少はあると思います。,2.0,そもそも友人がいないので。,1.0,仕事もひとりでできるものを選んでいるから。,1.0
53.0,考えていることを気を使わず自分が思うままに話せることがほとんどなく虚しく感じる,True,True,,,,4.0,子どもから大好きと言われる,3.0,仕事、家事等をを頑張り感謝される,4.0,仕事で感謝されたり褒められることがあるため,4.0
30.0,家族がいるから気にしない,False,,,,,1.0,子どもがいるから大丈夫,4.0,家族がいるから大丈夫,4.0,家族がいるから大丈夫,4.0
38.0,ペットがいるので、孤独感は感じない,False,,,,,1.0,ペットが自分を必要としてくれているから,4.0,家族からありがとうと言われる,4.0,家族関係は良好だと思うから,4.0
53.0,日々がそれなりに忙しいため、そのように感じることはほとんど無い,False,,,,,2.0,作った料理を家族が美味しいと食べてくれる,3.0,ご近所さんの壊れたアクセサリーの修理をしたら喜んでもらえた。,3.0,基本的に一人でいることが多いため接触が少なく、存在感が無いように感じる,2.0
56.0,シングルマザーで配偶者がいないため、まわりの家族連れをみると孤独を感じる時があります。学校のイベントなどだいたい皆夫婦で参加していて、１人だとぽつんと孤立してしまう時があります。,True,,,True,,3.0,息子達が側にいてくれて一緒に過ごせると安心感を感じます,3.0,他人にほとんどかかわらない生活をしているのでよくわかりません。,2.0,仲の良い環境が似ているママ友がいるので話をしていると１人ではないと思える,3.0
52.0,夫が私の気持ちに寄り添ってくれず、表では明るく振る舞っていても寂しい,True,True,,,,3.0,LINEオプチャで出会った友達が、毎日メッセージをくれて、悩みを聞いてくれる,3.0,専業主婦なので、子育ても家のことも完璧にやって当たり前！と思われている気がする,2.0,子育てをしっかりしないと！と思い、子どもに注意していると、子どもからは煙たがられ、その一場面のみしか見ていない夫からは否定され、自分の存在価値が分からない,2.0
61.0,週末に遊ぶような友人はいない,True,True,,,,3.0,週末に遊ぶような友人はいない,2.0,週末に遊ぶような友人はいない,2.0,週末に遊ぶような友人はいない,2.0
41.0,自分のやりたいことをして、自分の思ったように行っていけているので感じることはない,False,,,,,2.0,家族や友達、会社の同僚などいろいろな場面で感じる,3.0,仕事で成果を上げることが出来て同僚や上司から言葉をもらえる,3.0,会社や家族、友人などたくさんの人たちと分け隔てなく付き合えているので,3.0
80.0,この１年、まったく人と話をしていない。,True,,True,,,4.0,この１年、まったく人と話をしていない。,1.0,この１年、まったく人と話をしていない。,1.0,この１年、まったく人と話をしていない。,1.0
40.0,常に家族とともに居て感情的な孤独感も感じない,False,,,,,2.0,常に家族とともに居て気遣いを感じている,3.0,お願いした少し負担のある仕事も社員がきちんとこなしてくれる,3.0,職場や職場以外の仲間内で馴染めている感覚はある,3.0
49.0,自分にはやるべきことがあり、それに取り組んでいるので、孤独感はあまり感じません。,False,,,,,2.0,一人暮らしなので、帰宅しても、家には誰もいない。,2.0,ウエイトトレーニングに取り組んだ結果、目標に到達出来て、トレーナーに褒められた,3.0,職場の同僚とは、表面的なつきあいしかない。,2.0
39.0,趣味のミニテニスに没頭しているので、孤独感は少ない,False,,,,,2.0,家族３人でそれなりに暮らしている,3.0,趣味のミニテニスに仲間と楽しんでいる,4.0,趣味のミニテニスの一員として楽しんでいる,4.0
47.0,独身なので、同世代が子供や夫婦関係の話をしているのを聞いた時についていけない,True,,,True,,3.0,そのような間柄の他人との関わりがないから,2.0,少なくとも排除されたと感じたことはないから,4.0,社会から理不尽に排除された経験はなく、その点では不満を感じていないから,4.0
68.0,病気で療養して休んでる間にコロナもあり人と合わない生活に慣れてしまいました,False,,,,,4.0,毎日一人の生活に慣れてしまいました,1.0,仕事もしてないので人と会わないから,2.0,療養してる間に世間から遠のいてしまいました,2.0
54.0,仕事が忙しくて、仲の良い人と関わる時間がない。,True,True,,,,3.0,家に帰れば、家族が待っている。,3.0,仕事の結果が出せて評価された。,3.0,仕事が大変でも、支えてくれる家族がいる。,3.0
28.0,過去に大失敗して、出世のレールから外れ、同志だと思っていた友人が離れていった。よくそういった話を聞いていたが、やっぱりそうなんだと感じた。,False,,,,,3.0,高校時代の友人が、何かあったら駆けつけてくれる。話を聞いてくれる。,4.0,大抵は上司・同僚・友人に頼られるくらいに、方向性は認められているが、時々、こだわり・自己主張が強すぎて、柔軟な考えが持てず、上司・同僚・友人とぶつかることがある。,3.0,生活リズムの維持や精神的安定感のため、仕事や家族・友人との関係性は適切である。,4.0
50.0,仕事をしていて、誰も手助けをsてくれないときがある,True,,,,True,3.0,家に帰っても一人きりで寂しい,2.0,一定の成果の仕事をすれば認められる,3.0,仕事ではチームの一員としての役割がある,3.0
62.0,昔から一人が好きだった、今は頼れる人がいないので心苦しく感じる時がある,True,True,,,,3.0,近くに母親しかおらず、あまり頼りにならないので寂しく感じる,2.0,失業中で社会との接点が少ない,2.0,団地の清掃作業などで時々感じる,3.0
44.0,１人でできる趣味を持っているのであまり孤独感は感じない。,False,,,,,2.0,心配してくださる先輩等がいるので満たされていると感じる,3.0,わからないことを解決してあげたら喜ばれた。,3.0,あるグループに属して活動している,3.0
72.0,高校時代から急に他人とうまく話すことが出来なくなって、以来ほぼ孤立しており、わずかにいた中学以前からの友人とも縁が切れてしまい、今では友人は１人もいません。ですが長年のことなので慣れましたし、飼い猫が懐いてくれているので、孤独感を感じるのは「時々ある」くらいです。,True,True,,,,3.0,飼い猫が他の家族よりも私に懐いてくれているので、ささやかながら愛情を感じることがあります。,3.0,他人との会話はまったく長続きしないので、今では個人的に話しかけられることはほとんどありません。,2.0,自分に自信が持てないので、他人から疎まれているのではないか、バカにされるのではないか、という恐れを常に感じています。,2.0
74.0,親が亡くなって人付き合いもないので孤独しかない,True,True,,,,4.0,他人と話すことすらないので,1.0,自分から行動しないので決してない,1.0,人付き合いが全くないので感じない,1.0
46.0,気の合う仲間がある程度いる,False,,,,,2.0,ペットの犬が最近亡くなった,2.0,職場の仲間とよく飲みに行く,3.0,職場の仲間とよく飲みに行く,3.0
38.0,仲の良い知人がいるから,False,,,,,2.0,仕事から帰宅すると玄関で家族やペットがお出迎えしてくれる,3.0,家事を手伝うと喜んでもらえる,3.0,職場に馴染めていると感じる,3.0
31.0,常に前向きな考えで話好きの為、家族もおり、友人や仕事仲間など多い為、孤独感を感じるとこはない,False,,,,,1.0,会社や家族から信頼されております愛情を感じております,3.0,無視されたことないのでよくわかりません,1.0,仕事が営業なのでじぶは向いている,4.0
64.0,職場での人間関係が煩わしく、業務上の接触以外は一人で過ごすようにしている。,False,,,,,1.0,愛犬が亡くなって12年経ち、そろそろまた愛犬が欲しいと感じている。,2.0,人との接触は避けているが、業務上では仕事が早いと言われているので、それなりに受け入れられていると思う。,3.0,実際には仕事が早いと言われているので受け入れられていると思うが、当の本人は人との付き合いが煩わしいので、属しているとは感じていない。,2.0
